,Unnamed: 0,제작(수입)사,차명,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의,Title,Ministry,Date,Subject
1177,1177,폭스바겐그룹코리아 주식회사,"A6 40 TDI Premium, A6 40 TDI qu. Premium, A6 45 TDI qu. Premium, A6 45 TFSI Premium, A6 45 TFSI qu. Premium, A6 50 TDI qu. Premium, A7 45 TDI qu. Premium, A7 50 TDI qu. Premium, A7 55 TFSI qu. Premium, S7 TD",2019-08-02 ~ 2020-12-09,2021-03-24 ~,411 대,제동장치,"부품 제조 공정상의 오류로 인하여 특정기간 동안 생산된 대시 보드의 동승자석 에어백 전개면이 일부 또는 전체가 절개가 되지 않았을 가능성이 있으며, 이런 경우 사고 발생에 의한 동승자석 에어백 전개 시 전개면이 막혀 에어백이 정상적으로 전개 또는 팽창되지 않아 탑승자에게 상해를 입힐 수 있고, 파손된 플라스틱 커버 부품이 비산되어 사고 발생 및 부상의 위험성이 증가할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>A6 40 TDI Premium: 2019.10.01~2019.11.19A6 40 TDI qu. Premium: 2019.11.27A6 45 TDI qu. Premium:2019.12.10~2020.02.24A6 45 TFSI Premium: 2020.03.03~2020.12.08A6 45 TFSI qu. Premium: 2019.08.02~2020.10.20A6 50 TDI qu. Premium: 2020.03.06A7 45 TDI qu. Premium: 2020.03.12A7 50 TDI qu. Premium:2019.12.09~2020.06.23A7 55 TFSI qu. Premium: 2019.12.06~2020.12.09S7 TDI : 2020.05.06",동승자석 에어백 전개면 점검 후 절개 작업 실시,아우디폭스바겐 대표번호 080-767-2834,[폭스바겐그룹] A6 40 TDI Premium 등 10차종 - 동승자석 측 대시보드 관련 리콜,국토교통부,2021-03-24,[폭스바겐그룹] A6 40 TDI Premium 등 10차종 - 동승자석 측 대시보드 관련 리콜
1178,1178,메르세데스벤츠코리아(주),"GLE 350 4MATIC, GLE 450 4MATIC",2019-04-04 ~ 2019-11-15,2021-03-22 ~,3 대,원동기,"공급업체의 생산 편차로 인하여 ESP 컨트롤 유닛의 소프트웨어가 사양에 맞지 않을 수 있으며, 이런 경우 주행 중 충돌을 회피하기 위하여 매우 빠른 방향 전환(S턴)을 하게 되면 ESP 소프트웨어 오류로 인하여 전방 타이어 중 한쪽에 회전 제동력이 발생되어 차량이 한쪽으로 쏠림 현상이 발생됨으로 인해 사고의 위험성이 증가할 수 있으며, 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제15조의2 (자동차안정성제어장치) 및 90조의2 (자동차안정성제어장치)를 만족하지 못할 수 있음에 따른 리콜<*대상차량별 생산일자>GLE 350 4MATIC: 2019.04.11~2019.11.15GLE 450 4MATIC: 2019.04.04",ESP 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886,[벤츠] GLE 350 4MATIC 등 2차종 - ESP 컨트롤 유닛 관련 리콜,국토교통부,2021-03-22,[벤츠] GLE 350 4MATIC 등 2차종 - ESP 컨트롤 유닛 관련 리콜
1179,1179,포드세일즈서비스코리아(유),Ranger,2020-11-30 ~ 2020-12-09,2021-03-18 ~,8 대,연료장치,"결함이 있는 연료필터와 연료호스의 체결불량으로 연료 호스가 연료 필터에서 분리될 수 있으며, 이로 인해 연료 필터에서 연료 누출, 시동 꺼짐 및 시동 불가가 발생할 수 있는 가능성에 따른 리콜",대상차량 확인 후 연료필터 및 연료호스 교환,선인자동차: 02-2216-1100 / 프리미어모터스: 1522-5405 / 더파크모터스: 02-6177-1000 / 이한모터스: 062-515-1020,[포드] Ranger - 연료필터 및 연료호스 관련 리콜,국토교통부,2021-03-18,[포드] Ranger - 연료필터 및 연료호스 관련 리콜
1180,1180,한불모터스(주),DS3 Crossback 1.5 BlueHDi,2019-07-05 ~ 2019-07-10,2021-03-16 ~,5 대,전기장치,"연료 탱크 제조 과정에서 내측 용기층과 외측 용기층 사이에 접착제가 충분히 들어가지 않은 상태로 차량에 장착된 경우, 연료가 누유되고 화재가 발생할 수 있으며 이는 국내 안전 기준 [자동차 및 자동차 부품의 성능과 기준에 관한 규칙] 제17조제 제1항의 1(연료탱크 관련)에서 정하는 기준에 부적합함이 확인됨에 따른 리콜",연료 탱크 외부에 있는 시리얼 번호를 확인 후 필요 시 연료 탱크 교체,한불모터스 대표번호 02-545-5665,[한불] DS3 Crossback 1.5 BlueHDi - 연료 탱크 관련 리콜,국토교통부,2021-03-16,[한불] DS3 Crossback 1.5 BlueHDi - 연료 탱크 관련 리콜
1181,1181,다임러트럭코리아(주),3세대 뉴 스프린터,2019-08-16 ~ 2019-10-25,2021-03-15 ~,9 대,원동기,"차량 설계 과정에서 에어서스펜션(현가장치)의 컨트롤 유닛 보호를 위한 퓨즈가 부적절하게 높은 안전용량(60A)로 설계되었으며, 이로 인해 높은 전류가 해당 컨트롤 유닛에 지속적으로 흐를 경우 차고높이조절 작동 이상 또는 과열로 인한 화재가 발생할 수 있는 가능성에 따른 리콜","에어서스펜션 안전퓨즈용량이 60A인 경우 40A로 교체, 관련 컨트롤유닛 손상 점검, 필요 시 교체",메르세데스벤츠 밴 365 고객센터 080-365-8207,[다임러트럭] 3세대 뉴 스프린터 - 에어서스펜션 안전퓨즈 및 해당 컨트롤 유닛 관련 리콜,국토교통부,2021-03-15,[다임러트럭] 3세대 뉴 스프린터 - 에어서스펜션 안전퓨즈 및 해당 컨트롤 유닛 관련 리콜
1182,1182,폭스바겐그룹코리아 주식회사,S8 LWB qu.,2020-03-23 ~ 2020-07-15,2021-03-15 ~,8 대,주행장치,"특정 기간 동안 생산된 엔진컨트롤유닛 커넥터의 씰링핀(밀봉 기능) 일부가 제조 공정상의 오류로 인하여 조립 누락 가능성이 있으며, 이런 경우 커넥터 내부로 수분이 침투하여 부식이 발생할 수 있으며, 이로인해 엔진 출력이 저하되는 비상운행 모드가 실행되는 오작동으로 이어질 수 있고, 드문 경우이나 차량 정지 혹은 시동꺼짐 등이 발생할 수 있는 가능성에 따른 리콜",엔진컨트롤유닛과 커넥터 점검 후 씰링(밀봉)핀 설치 (필요 시 부품 교체),아우디폭스바겐 대표번호 080-767-2834,[폭스바겐그룹] S8 LWB qu. - 엔진컨트롤유닛 커넥터 관련 리콜,국토교통부,2021-03-15,[폭스바겐그룹] S8 LWB qu. - 엔진컨트롤유닛 커넥터 관련 리콜
1183,1183,메르세데스벤츠코리아(주),GLE 300 d 4MATIC,2019-06-18 ~ 2019-10-14,2021-03-12 ~,18 대,전기장치,"공급업체의 생산 편차로 인하여 타이어가 사양에 맞지 않을 수 있으며, 타이어 경화 공정이 잘못된 경우 주행 중 타이어의 카커스(carcass)가 손상될 수 있고, 이로인해 타이어 공기압이 떨어지거나 트레드(tread)가 부분적 또는 완전히 분리되면 운전자의 조향제어가 어려워 차량의 충돌이나 부상의 위험이 증가할 수 있는 가능성에 따른 리콜",콘티넨탈 타이어 확인 및 필요 시 교체,벤츠코리아 대표번호 080-001-1886,[벤츠] GLE 300 d 4MATIC - 콘티넨탈 타이어 관련 리콜,국토교통부,2021-03-12,[벤츠] GLE 300 d 4MATIC - 콘티넨탈 타이어 관련 리콜
1184,1184,메르세데스벤츠코리아(주),"E 250, EQC 400 4MATIC",2019-09-17 ~ 2019-09-30,2021-03-12 ~,3 대,전기장치,"서비스센터에서 차량 진단 수리 중 차량 진단 시스템의 소프트웨어 오류로 인하여 비상 통신 모듈이 비활성화 되었을 수 있으며, 이런 경우 비상 통화 기능을 자동 및 수동 모두 사용하지 못하게 되어 비상 시 초기 구조 활동이 지연 될 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>E 250: 2019.09.17EQC 400 4MATIC: 2019.09.27~2019.09.30",비상 통신 모듈 설정 활성화,벤츠코리아 대표번호 080-001-1886,[벤츠] E 250 등 2차종 - 비상통신모듈 관련 리콜,국토교통부,2021-03-12,[벤츠] E 250 등 2차종 - 비상통신모듈 관련 리콜
1185,1185,메르세데스벤츠코리아(주),"E 300 e, E 350 4MATIC, AMG G 63",2019-03-14 ~ 2020-05-25,2021-03-12 ~,5 대,연료장치,"공급업체 생산 편차로 인하여 비상 통신 모듈의 특정 소프트웨어가 사양에 맞지 않을 수 있으며, 이런 경우 차량 사고 발생 시 비상 통화 기능을 사용할 수 없고, 차량의 데이터가 전송되지 않아 비상 시 초기 구조 활동이 지연되어 승객의 안전에 영향을 미칠 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>E 300 e: 2019.07.03E 350 4MATIC: 2019.03.14AMG G 63: 2020.05.11~2020.05.25",비상 통신 모듈 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886,[벤츠] E 300 e 등 3차종 - 비상통신모듈 소프트웨어 관련 리콜,국토교통부,2021-03-12,[벤츠] E 300 e 등 3차종 - 비상통신모듈 소프트웨어 관련 리콜
1186,1186,비엠더블유코리아(주),"BMW 118d, BMW 320d, BMW 320d ED, BMW 320d Touring, BMW 320d xDrive, BMW 320d xDrive Gran Turismo, BMW 328d, BMW 328d xDrive,  BMW 420d Gran Coupe, BMW 420d xDrive Gran Coupe",2014-04-22 ~ 2015-02-26,2021-03-12 ~,"1,616 대",전기장치,"연료 공급 호스 제작사(Veritas)의 제조 공정 불량으로 내구성이 부족하여 연료 공급 호스가 찢어지거나 조임 장치(스프링 밴드 클램프)의 부식으로 인해 커넥터 연결부와 호스 사이에 조임이 느슨하게 되어 누유가 발생될 수 있으며, 이런 경우 연료 냄새로 인해서 연료 누출을 인지할 수 있으나 극히 드문 경우 시동꺼짐 및 화재가 발생할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW 118d: 2014.10.01~2015.02.24BMW 320d: 2015.02.19~2015.02.26BMW 320d ED: 2015.02.20~2015.02.24BMW 320d Touring: 2015.02.23~2015.02.23BMW 320d xDrive: 2015.02.20~2015.02.23BMW 320d xDrive Gran Turismo: 2014.12.19~2015.02.24BMW 328d: 2014.04.29~2014.10.07BMW 328d xDrive: 2014.04.22~2014.04.22BMW 420d Gran Coupe: 2015.02.23~2015.02.23BMW 420d xDrive Gran Coupe: 2014.11.14~2015.02.23",개선된 연료 공급 호스로 교체,비엠더블유 리콜 전담 센터 080-269-5181,[비엠더블유] BMW 118d 등 10차종 - 연료 공급 호스 관련 리콜,국토교통부,2021-03-12,[비엠더블유] BMW 118d 등 10차종 - 연료 공급 호스 관련 리콜
1187,1187,비엠더블유코리아(주),"BMW X5 xDrive30d, BMW X6 xDrive30d, BMW X7 xDrive40d",2020-10-03 ~ 2021-01-11,2021-03-12 ~,15 대,기타장치,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부정확한 고정 가능성이 있으며, 이런 경우 단자와 배선의 접촉이 완결하지 않아 저항이 증가하여 과열이 발생할 수 있고, 사용자가 냄새 또는 배터리 경고등으로 인지할 수 있으나 극히 드문 경우 화재로 이어질 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW X5 xDrive30d: 2020.10.16~2021.01.11BMW X6 xDrive30d: 2020.10.03~2021.01.08BMW X7 xDrive40d: 2020.11.14","발전기 +, - 배선 단자의 고정 상태를 점검하고 필요 시 고정 너트를 교체하여 정확하게 체결",벤츠코리아 대표번호 080-001-1886,"[비엠더블유] BMW X5 xDrive30d 등 3차종 - 발전기 +, - 배선 고정단자 관련 리콜",국토교통부,2021-03-12,"[비엠더블유] BMW X5 xDrive30d 등 3차종 - 발전기 +, - 배선 고정단자 관련 리콜"
1188,1188,메르세데스벤츠코리아(주),E 300,2015-12-21 ~ 2019-09-19,2021-03-08 ~,"29,769 대",제동장치,"국토교통부가 시행한 2019년 자기인증 적합조사 결과, 대상차량은 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제108조의 2(연료소비율)에서 정하는 기준에 부적합한 것으로 확인됨에 따른 리콜","자동차 관리법 제 31조 및 동법 시행규칙 제 41조의 2, 제 43조의 2 규정에 따라 최대 5년치에 대한 유류비 차액, 고객의 심리적 불편에 대한 보상금을 지급<*경제적 보상에 대한 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",벤츠코리아 대표번호 080-001-1886,[벤츠] E 300 - 연료소비율 관련 리콜,국토교통부,2021-03-08,[벤츠] E 300 - 연료소비율 관련 리콜
1189,1189,비엠더블유코리아(주),"BMW 520i, BMW 523d, BMW 523d xDrive, BMW 530e iPerformance, BMW 530i, BMW 530i xDrive, BMW 620d, BMW 620d xDrive, BMW 630i xDrive,  BMW 730d xDrive, BMW 730Ld xDrive, BMW 740i, BMW 740Li xDrive, BMW 745e iPerformance, BMW M340i, BMW M340i xDrive Touring, BMW M440i xDrive, BMW Z4 M40i, BMW Z4 sDrive20i",2021-01-27 ~ 2021-02-05,2021-03-05 ~,400 대,원동기,"BMW 자체 품질조사결과 일부 차종에서 브레이크 디스크를 생산하는 과정 중 챔버와 조립 시 지정된 리벳보다 짧은 길이의 리벳을 사용한 것이 확인되었으며, 이런 경우 사용시간 경과 등에 따라 체결된 리벳이 떨어져 브레이크 디스크와 챔버가 일부 또는 완전히 분리되면 제동력이 제대로 전달되지 않아 제동거리가 길어지거나 제동이 불가할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW 520i: 2021.01.27~2021.02.05BMW 523d: 2021.01.29~2021.02.03BMW 523d xDrive: 2021.01.29~2021.02.03BMW 530e iPerformance: 2021.01.27~2021.02.05BMW 530i: 2021.01.29~2021.02.03BMW 530i xDrive: 2021.02.01~2021.02.03BMW 620d: 2021.02.02~2021.02.03BMW 620d xDrive: 2021.02.02~2021.02.03BMW 630i xDrive: 2021.02.02~2021.02.03BMW 730d xDrive: 2021.01.28~2021.02.02BMW 730Ld xDrive: 2021.01.27~2021.02.05BMW 740i: 2021.01.28~2021.02.02BMW 740Li xDrive: 2021.01.27~2021.02.04BMW 745e iPerformance: 2021.02.03BMW M340i: 2021.01.29~2021.02.02BMW M340i xDrive Touring: 2021.01.28~2021.01.29BMW M440i xDrive: 2021.01.28~2021.02.05BMW Z4 M40i: 2021.01.29~2021.02.03BMW Z4 sDrive20i: 2021.02.01~2021.02.03","브레이크 디스크 점검, 필요 시 교체",비엠더블유 리콜전담센터 080-269-5181,[비엠더블유] BMW 520i 등 19차종 - 브레이크 디스크 관련 리콜,국토교통부,2021-03-05,[비엠더블유] BMW 520i 등 19차종 - 브레이크 디스크 관련 리콜
1190,1190,한국지엠(주),말리부 2.0/2.4 가솔린/LPG 차량,2012-01-05 ~ 2014-11-08,2021-03-05 ~,"22,439 대",제동장치,"타이밍 체인 텐셔너 조립 불량으로 인해 체인 작동 시 체인 가이드 및 이를 고정하는 가이드 볼트에 과다한 장력이 전달되는 경우, 타이밍 체인 가이드 고정 볼트 풀림 및 파손 현상이 발생될 수 있고, 이로 인해 타이밍 체인에 의한 소음이 발생되고, 계속 주행 시 엔진 파손 및 시동꺼짐 현상이 발생할 수 있는 가능성에 따른 리콜","타이밍 체인 텐셔너 재조립 및 타이밍 체인 가이드 고정 볼트 교환 (단, 볼트 풀림 확인 시 실린더 헤드 및 타이밍 체인 교환)<*일부 차량의 경우 무상수리 조치에 따라 동일한 시정조치가 이미 진행되어, 추가 조치가 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",한국지엠 대표번호 080-3000-5000,[한국지엠] 말리부 - 엔진 타이밍 체인 텐셔너 및 체인 가이드 볼트 관련 리콜,국토교통부,2021-03-05,[한국지엠] 말리부 - 엔진 타이밍 체인 텐셔너 및 체인 가이드 볼트 관련 리콜
1191,1191,비엠더블유코리아(주),BMW 840i xDrive Gran Coupe 등 25차종,2020-02-10 ~ 2020-11-30,2021-03-05 ~,149 대,승차 및 실내장치,"하이드롤릭 유닛을 생산하는 과정에서 하이드롤릭 유닛 내 브레이크 신호를 감지하는 전자 모터 로터와 샤프트간의 용접 불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있으며, 이런 경우 운전자의 브레이크 신호가 입력되어도 모터의 전기 감지 신호가 제대로 전달되지 않아 운전자의 의도와는 다르게 제동 거리가 길어지고 ABS가 작동하지 않을 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW 730d xDrive: 2020.09.07~2020.11.04BMW 730d xDrive: 2020.06.10~2020.06.16BMW 730Ld xDrive: 2020.07.23~2020.10.26BMW 730Ld xDrive: 2020.02.19~2020.06.26BMW 740d xDrive: 2020.10.19BMW 740d xDrive: 2020.06.19~2020.06.19BMW 740i: 2020.02.13~2020.10.22BMW 740Li xDrive: 2020.03.02~2020.11.30BMW 745e iPerformance: 2020.03.10~2020.11.06BMW 745e iPerformance: 2020.03.17~2020.08.27BMW 840d xDrive Gran Coupe: 2020.02.10~2020.07.24BMW 840i xDrive Coupe: 2020.11.11BMW 840i xDrive Gran Coupe: 2020.03.17~2020.11.18BMW M4 Competition: 2020.11.18~2020.11.23BMW M8 Coupe Competition: 2020.03.02BMW M8 Gran Coupe Competition: 2020.02.17BMW X5 M50i: 2020.10.15BMW X5 xDrive30d: 2020.02.17~2020.03.17BMW X5 xDrive30d: 2020.10.17~2020.10.19BMW X5 xDrive40i: 2020.02.19~2020.10.12BMW X5 xDrive45e iPerformance: 2020.10.16~2020.11.24BMW X6 M Competition: 2020.11.13BMW X6 M50d: 2020.02.18~2020.03.17BMW X6 xDrive30d: 2020.02.17~2020.03.18BMW X6 xDrive30d: 2020.10.14~2020.10.20BMW X6 xDrive40i: 2020.10.15~2020.10.15BMW X7 M50d: 2020.02.17BMW X7 xDrive 30d: 2020.02.14~2020.03.17BMW X7 xDrive40d: 2020.11.21BMW X7 xDrive40i: 2020.03.20~2020.10.17",정상적으로 생산된 하이드롤릭 유닛으로 교체,비엠더블유 리콜 전담 센터 080-269-5181,[비엠더블유] BMW 840i xDrive Gran Coupe 등 24차종 - 브레이크 하이드롤릭 유닛 관련 리콜,국토교통부,2021-03-05,[비엠더블유] BMW 840i xDrive Gran Coupe 등 24차종 - 브레이크 하이드롤릭 유닛 관련 리콜
1192,1192,스텔란티스코리아주식회사,"그랜드보이저, 니트로",2007-01-27 ~ 2010-08-18,2021-03-05 ~,252 대,전기장치,운전석 에어백 커버에 장착되어 있는 엠블럼을 고정시켜주는 너트의 불량으로 에어백 전개 시 느슨해진 엠블럼 또는 엠블럼을 고정해주는 너트가 튀어나와 운전자에게 상해를 줄 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>그랜드보이저: 2007.10.31~2010.08.18니트로: 2007.01.27~2008.05.29,"해당 차량의 운전석 에어백 커버 엠블럼을 검사함만약 엠블럼이 흔들리지 않고 잘 고정된 상태라면, 엠블럼이 흔들리지 않도록 추가 고정 장치를 장착할 것이며, 엠블럼이 흔들릴 경우 엠블럼을 제거함또한 엠블럼이 제거된 에어백 커버는 추후에 '고객만족캠페인'을 통해 엠블럼이 장착된 에어백 커버로 교체 (고객만족캠페인 진행 시 고객에게 재안내)<*단, 해당 제작결함에 대한 시정조치가 이미 완료되어, 추가 조치가 필요하지 않은 경우가 있을 수 있으므로 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",에프씨에이 대표번호 080-365-2470,[스텔란티스] 그랜드보이저 등 2차종 - 운전석 에어백 커버 엠블럼 고정 너트 관련 리콜,국토교통부,2021-03-05,[스텔란티스] 그랜드보이저 등 2차종 - 운전석 에어백 커버 엠블럼 고정 너트 관련 리콜
1193,1193,메르세데스벤츠코리아(주),CLA 220 Coupe 등 133차종,2016-07-18 ~ 2021-01-31,2021-03-01 ~,"252,065 대",승차 및 실내장치,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않을 수 있으며, 차량 충돌로 인해 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있고, 이로 인하여 필요한 구조 활동이 지연되어 승객의 안전에 영향을 미칠 수 있는 가능성에 따른 리콜 (자동 및 수동의 비상 통화 기능은 정상적으로 작동됨)<*대상차량>CLA 220 Coupe, CLA 250 Coupe, CLA 250 4MATIC Coupe, Mercedes-AMG CLA 45 S 4MATIC Coupe, GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 350 e 4MATIC,GLE 450 4MATIC, Mercedes-AMG GLE 53 4MATIC+, GLE 350 d 4MATIC Coupe, GLE 400 d 4MATIC Coupe, GLE 350 e 4MATIC Coupe, Mercedes-AMG GLE 53 4MATIC+ Coupe, Mercedes-AMG GLE 63 S 4MATIC+ Coupe, GLS 350 d 4MATIC, GLS 400 d 4MATIC, GLS 580 4MATIC, Mercedes-Maybach GLS 600 4MATIC, A 220, A 250,Mercedes-AMG A 45 4MATIC, A 200 d, A 220, A 250, A 250 4MATIC, Mercedes-AMG A 35 4MATIC, Mercedes-AMG GT Coupe, Mercedes-AMG GT S Coupe,Mercedes-AMG GT C Roadster, C 200 d, C 220 d, C 220 d 4MATIC, C 250 d 4MATIC, C 200 , C 200 4MATIC, C 350 e, C 300 e 4MATIC, Mercedes-AMG C 43 4MATIC,C 200 4MATIC, C 200, C 300, Mercedes-AMG C 63, C 220 d Coupe, C 220 d 4MATIC Coupe, C 200 Coupe, Mercedes-AMG C 43 4MATIC Coupe, C 200 Coupe, C 300 Coupe,C 300 4MATIC Coupe, Mercedes-AMG C 63 Coupe, Mercedes-AMG C 63 S Coupe, C 200 Cabriolet, Mercedes-AMG C 43 4MATIC Cabriolet, C 300 Cabriolet,C 300 4MATIC Cabriolet, Mercedes-AMG C 63 Cabriolet, E 220 d, E 220 d 4MATIC, E 300 d, E 400 d 4MATIC, E 200, E 250, E 300, E 300 4MATIC, E 300 e, E 300 e 4MATIC,E 450 4MATIC, Mercedes-AMG E 53 4MATIC+, Mercedes-AMG E 43 4MATIC, E 400 4MATIC, E 450 4MATIC, E 350 4MATIC, Mercedes-AMG E 63 4MATIC+,Mercedes-AMG E 63 S 4MATIC+, S 450 4MATIC Coupe, Mercedes-AMG S 63 4MATIC+ Coupe, Mercedes-AMG S 63 4MATIC+ Cabriolet, S 350 d, S 350 d 4MATIC, S 400 d,S 400 d 4MATIC, S 350, S 450 4MATIC, S 450, S 560 e, S 560, S 560 4MATIC, Mercedes-AMG S 63 4MATIC+, Mercedes-Maybach S 650, Mercedes-Maybach S 560 4MATIC,E 220 d Coupe, E 450 4MATIC Coupe, Mercedes-AMG E 53 4MATIC+ Coupe, E 400 4MATIC Coupe, E 450 Coupe, E 450 4MATIC Coupe, E 220 d Cabriolet,E 450 4MATIC Cabriolet, Mercedes-AMG E 53 4MATIC+ Cabriolet, E 400 Cabriolet, E 450 Cabriolet, E 450 4MATIC Cabriolet, B 250 e, EQA 250, B 200 d, B 220, GLB 200 d,GLB 220, GLB 250 4MATIC, Mercedes-AMG GLB 35 4MATIC, GLA 220, GLA 250 4MATIC, Mercedes-AMG GLA 45 4MATIC, GLC 220 d 4MATIC Coupe, GLC 250 d 4MATIC Coupe, GLC 220 d 4MATIC Coupe, GLC 300 4MATIC Coupe, GLC 300 e 4MATIC Coupe, Mercedes-AMG GLC 43 4MATIC Coupe, GLC 300 4MATIC Coupe,Mercedes-AMG GLC 63 S 4MATIC+ Coupe, GLC 220 d 4MATIC, GLC 250 d 4MATIC, GLC 220 d 4MATIC, GLC 300 d 4MATIC, GLC 300 4MATIC, GLC 300 e 4MATIC,GLC 350 e 4MATIC, Mercedes-AMG GLC 43 4MATIC, GLC 300 4MATIC, Mercedes-AMG GLC 63 4MATIC+, CLS 300 d Coupe, CLS 300 d 4MATIC Coupe, CLS 400 d 4MATIC Coupe, CLS 450 4MATIC Coupe, Mercedes-AMG CLS 53 4MATIC+ Coupe, Mercedes-AMG GT 43 4MATIC+ Coupe, Mercedes-AMG GT 53 4MATIC+ Coupe,Mercedes-AMG GT 63 4MATIC+ Coupe, Mercedes-AMG GT 63 S 4MATIC+ Coupe, EQC 400 4MATIC, Mercedes-AMG G 63, G 350 d, G 400 d<*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어는 차량으로 데이터 전송을 통해 원격으로 자동 업데이트 됨 (서비스센터 방문 불필요),벤츠코리아 대표번호 080-001-1886,[벤츠] CLA 220 Coupe 등 133차종 - 비상통신시스템 관련 리콜,국토교통부,2021-03-01,[벤츠] CLA 220 Coupe 등 133차종 - 비상통신시스템 관련 리콜
1194,1194,메르세데스벤츠코리아(주),"A 220 Hatch, A 200 d, A 220",2020-08-03 ~ 2020-08-26,2021-02-26 ~,35 대,전기장치,"공급업체의 생산 편차로 인하여 뒤 우측 좌석 ISOFIX 브라켓이 사양에 맞지 않을 수 있으며, 뒤 우측 좌석 ISOFIX 브라켓의 홀더가 누락된 경우 어린이 시트를 고정하지 못할 수 있음. 이는 자동차 및 자동차부품 성능과 기준에 관한 규칙 제 27조의 2 (어린이보호용 좌석부착장치)를 만족하지 못할 수 있으며, 충돌 시 어린이 시트에 앉은 어린이의 부상 위험이 있을 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>A 220 Hatch: 2020.08.03~2020.08.05A 200 d: 2020.08.06~2020.08.10A 220: 2020.08.03~2020.08.26",ISOFIX 브라켓 점검 및 필요 시 교체,벤츠코리아 대표번호 080-001-1886,[벤츠] A 220 Hatch 등 3차종 - ISOFIX 브라켓 관련 리콜,국토교통부,2021-02-26,[벤츠] A 220 Hatch 등 3차종 - ISOFIX 브라켓 관련 리콜
1195,1195,메르세데스벤츠코리아(주),"Mercedes-AMG GLC 63 S 4MATIC, Mercedes-AMG GLC 63 4MATIC",2018-04-16 ~ 2019-04-01,2021-02-26 ~,256 대,원동기,"생산 공정 편차로 인하여 스타터의 전원 공급 배선이 잘못 장착되었을 수 있으며, 이런 경우 스타터의 전원 공급 배선이 스타터 하우징과 간섭될 수 있고, 차량 운행 시 진동으로 인해 전원 공급 배선이 마모되어 단락되면, 차량 시동 또는 ECO 정차 시 재시동이 걸리지 않을 수 있고 화재의 위험성이 있을 수 있음이 확인됨에 따른 리콜<*대상차량별 생산일자>Mercedes-AMG GLC 63 S 4MATIC: 2018.04.16~2019.04.01Mercedes-AMG GLC 63 4MATIC: 2018.04.19~2018.11.23",스타터의 전원 공급 배선 점검 및 필요 시 재작업,벤츠코리아 대표번호 080-001-1886,[벤츠]  Mercedes-AMG GLC 63 S 4MATIC 등 2차종 - 스타터 전원 공급 배선 관련 리콜,국토교통부,2021-02-26,[벤츠]  Mercedes-AMG GLC 63 S 4MATIC 등 2차종 - 스타터 전원 공급 배선 관련 리콜
1196,1196,포드세일즈서비스코리아(유),Explorer,2020-07-28 ~ 2020-07-30,2021-02-26 ~,43 대,제동장치,"프론트 우측 엔진 차체 고정장치를 체결할 때 적절한 토크로 체결하지 못한 경우, 프론트 우측 엔진 차체 고정장치가 헐거워져 소음과 진동이 발생하고, 심하면 엔진이 차체에서 분리, 엔진 손상, 오일 누유 및 동력 손실이 발생할 수 있는 가능성에 따른 리콜","대상차량 확인 후, 프론트 우측 엔진 차체 고정장치 교체",선인자동차: 02-2216-1100 / 프리미어모터스: 1522-5405 / 더파크모터스: 02-6177-1000 / 이한모터스: 062-515-1020,[포드] Explorer - 프론트 우측 엔진 차체 고정장치 관련 리콜,국토교통부,2021-02-26,[포드] Explorer - 프론트 우측 엔진 차체 고정장치 관련 리콜
1197,1197,기아주식회사,스팅어 (CK),2016-11-22 ~ 2020-06-19,2021-02-25 ~,"4,944 대",제동장치,전자제어유압장치(HECU) 모듈 내 회로 기판의 전기적 합선으로 인해 전자제어유압장치 소손 가능성에 따른 리콜,소손 예방을 위한 HECU 개선퓨즈 장착,기아자동차 대표번호 080-200-2000,[기아] 스팅어 - 전자제어유압장치(HECU) 관련 리콜,국토교통부,2021-02-25,[기아] 스팅어 - 전자제어유압장치(HECU) 관련 리콜
